,Cycle,Branch,State,Pollster,Grade,Population,Clinton_adj_poll,Trump_adj_poll
9448,2016,President,North Carolina,Google Consumer Surveys,B,lv,40.88955,45.8246
9449,2016,President,Virginia,Google Consumer Surveys,B,lv,45.75799,38.58923
9450,2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,42.65133,39.97883
9451,2016,President,Colorado,Google Consumer Surveys,B,lv,46.38531,32.8548
9452,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.40334,41.46784
9453,2016,President,Florida,Associated Industries of Florida,,lv,48.83952,39.03127
9454,2016,President,Florida,Ipsos,A-,lv,48.627590000000005,43.29209
9455,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.39314,41.41626
9456,2016,President,U.S.,Ipsos,A-,lv,43.27223,37.06727
9457,2016,President,Florida,Google Consumer Surveys,B,lv,38.67821,48.4329
9458,2016,President,North Carolina,Ipsos,A-,lv,47.53289,45.15357
9459,2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,53.459109999999995,41.61384
9460,2016,President,U.S.,CVOTER International,C+,lv,48.259190000000004,44.31602
9461,2016,President,New Jersey,Google Consumer Surveys,B,lv,45.20694,37.87072
9462,2016,President,Georgia,Google Consumer Surveys,B,lv,34.55915,53.191919999999996
9463,2016,President,Oklahoma,Google Consumer Surveys,B,lv,34.31111,48.264559999999996
9464,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.34033,40.28443
9465,2016,President,Arizona,Google Consumer Surveys,B,lv,44.56224,41.09836
9466,2016,President,Oregon,Google Consumer Surveys,B,lv,45.236979999999996,34.60079
9467,2016,President,North Carolina,Elon University,B+,rv,44.8715,42.8399
9468,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.50653,41.97395
9469,2016,President,Missouri,Google Consumer Surveys,B,lv,44.41765,41.47394
9470,2016,President,Montana,Google Consumer Surveys,B,lv,37.52967,42.61524
9471,2016,President,Arkansas,Google Consumer Surveys,B,lv,30.62361,50.0658
9472,2016,President,Michigan,Google Consumer Surveys,B,lv,42.02412,38.85555
9473,2016,President,U.S.,CVOTER International,C+,lv,48.28868,44.48415
9474,2016,President,Oregon,Ipsos,A-,lv,42.87785,40.57488
9475,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.37453,40.36368
9476,2016,President,Michigan,Ipsos,A-,lv,42.258990000000004,44.39812
9477,2016,President,Maine,Critical Insights,C,lv,41.50882,35.715720000000005
9478,2016,President,U.S.,CVOTER International,C+,lv,46.85165,46.24924
9479,2016,President,U.S.,Ipsos,A-,lv,42.2808,37.95427
9480,2016,President,California,Google Consumer Surveys,B,lv,51.22918,36.04355
9481,2016,President,Indiana,Google Consumer Surveys,B,lv,41.811609999999995,39.05429
9482,2016,President,Georgia,Landmark Communications,B,lv,39.15262,42.33937
9483,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.36137,40.31518
9484,2016,President,New Mexico,Google Consumer Surveys,B,lv,44.54527,35.293890000000005
9485,2016,President,U.S.,USC Dornsife/LA Times,,lv,47.078179999999996,41.48075
9486,2016,President,Iowa,Google Consumer Surveys,B,lv,47.74859,42.23233
9487,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,43.400909999999996,43.81322
9488,2016,President,Maryland,Ipsos,A-,lv,52.633430000000004,30.95702
9489,2016,President,Louisiana,Google Consumer Surveys,B,lv,33.92767,54.96311
9490,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,45.5587,43.863890000000005
9491,2016,President,Virginia,Roanoke College,C+,lv,37.19921,40.34787
9492,2016,President,New Jersey,Ipsos,A-,lv,46.2966,34.93139
9493,2016,President,Nebraska,Google Consumer Surveys,B,lv,39.87784,39.4322
9494,2016,President,U.S.,CVOTER International,C+,lv,47.30807,45.99449
9495,2016,President,U.S.,YouGov,B,rv,43.68792,39.85982
9496,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.41873,42.51429
9497,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.923159999999996,41.71735
9498,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.54821,42.26228
9499,2016,President,U.S.,Ipsos,A-,lv,42.5845,37.035920000000004
9500,2016,President,Washington,Google Consumer Surveys,B,lv,50.51453,33.6878
9501,2016,President,U.S.,CVOTER International,C+,lv,46.075759999999995,46.2167
9502,2016,President,U.S.,Ipsos,A-,lv,42.98795,39.11272
9503,2016,President,Wisconsin,Google Consumer Surveys,B,lv,47.24967,36.10532
9504,2016,President,Kentucky,Google Consumer Surveys,B,lv,40.491409999999995,43.96048
9505,2016,President,Ohio,Google Consumer Surveys,B,lv,36.23887,43.237120000000004
9506,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.57815,41.403909999999996
9507,2016,President,New York,Google Consumer Surveys,B,lv,48.97906,38.68308
9508,2016,President,U.S.,IBD/TIPP,A-,rv,48.86135,42.88692
9509,2016,President,Kansas,Google Consumer Surveys,B,lv,42.17073,39.425329999999995
9510,2016,President,Arizona,Ipsos,A-,lv,38.26017,48.20288
9511,2016,President,U.S.,CVOTER International,C+,lv,45.93541,46.02304
9512,2016,President,U.S.,Ipsos,A-,lv,39.8437,41.7544
9513,2016,President,U.S.,Google Consumer Surveys,B,lv,42.562129999999996,42.26654
9514,2016,President,Virginia,Ipsos,A-,lv,44.480579999999996,40.131240000000005
9515,2016,President,U.S.,Ipsos,A-,lv,41.58818,40.389
9516,2016,President,Florida,Google Consumer Surveys,B,lv,38.14261,48.60237
9517,2016,President,South Carolina,Google Consumer Surveys,B,lv,36.985209999999995,47.928470000000004
9518,2016,President,Connecticut,Google Consumer Surveys,B,lv,49.09272,36.09867
9519,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.20241,41.74771
9520,2016,President,Florida,CNN/Opinion Research Corp.,A-,rv,48.82555,43.68821
9521,2016,President,Minnesota,Google Consumer Surveys,B,lv,44.17021,34.123909999999995
9522,2016,President,U.S.,Ipsos,A-,lv,41.19716,40.2618
9523,2016,President,U.S.,CVOTER International,C+,lv,46.70317,45.261759999999995
9524,2016,President,Texas,Google Consumer Surveys,B,lv,41.336890000000004,46.08278
9525,2016,President,U.S.,Ipsos,A-,lv,40.27906,41.56049
9526,2016,President,U.S.,Google Consumer Surveys,B,lv,41.82858,39.18861
9527,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.44104,40.56176
9528,2016,President,Virginia,Google Consumer Surveys,B,lv,43.390409999999996,37.82415
9529,2016,President,U.S.,Ipsos,A-,lv,40.41149,39.48069
9530,2016,President,U.S.,CVOTER International,C+,lv,46.3351,45.07457
9531,2016,President,U.S.,Ipsos,A-,lv,40.5573,40.16037
9532,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.614470000000004,42.35402
9533,2016,President,U.S.,American Research Group,C+,rv,45.61032,47.2375
9534,2016,President,North Carolina,Google Consumer Surveys,B,lv,39.92558,46.1494
9535,2016,President,New Jersey,Google Consumer Surveys,B,lv,45.06366,40.70155
9536,2016,President,U.S.,SurveyMonkey,C-,lv,45.57275,41.28929
9537,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.80434,42.70832
9538,2016,President,U.S.,Ipsos,A-,lv,41.80836,41.557320000000004
9539,2016,President,North Carolina,Ipsos,A-,lv,46.62386,46.37186
9540,2016,President,U.S.,Ipsos,A-,lv,41.11085,40.86307
9541,2016,President,California,Google Consumer Surveys,B,lv,51.09278,34.89873
9542,2016,President,U.S.,Ipsos,A-,lv,44.80526,37.44464
9543,2016,President,U.S.,Ipsos,A-,lv,42.759570000000004,38.116659999999996
9544,2016,President,U.S.,Ipsos,A-,lv,40.26788,42.04994
9545,2016,President,U.S.,Ipsos,A-,lv,44.79684,39.27644
9546,2016,President,Michigan,Ipsos,A-,lv,42.94109,43.7507
9547,2016,President,Arizona,Google Consumer Surveys,B,lv,42.32958,35.977509999999995
9548,2016,President,Illinois,Google Consumer Surveys,B,lv,41.91632,37.31279
9549,2016,President,Indiana,Google Consumer Surveys,B,lv,38.94469,44.82735
9550,2016,President,Colorado,Google Consumer Surveys,B,lv,47.839240000000004,33.16346
9551,2016,President,Colorado,Ipsos,A-,lv,40.83636,39.189370000000004
9552,2016,President,U.S.,Ipsos,A-,lv,44.05428,37.665
9553,2016,President,Alabama,Google Consumer Surveys,B,lv,26.40158,63.20626
9554,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.42525,42.02874
9555,2016,President,Maryland,Google Consumer Surveys,B,lv,55.97305,30.34705
9556,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.41993,43.077659999999995
9557,2016,President,U.S.,Ipsos,A-,lv,43.44379,40.91899
9558,2016,President,Oregon,Google Consumer Surveys,B,lv,52.44654,35.54817
9559,2016,President,U.S.,CVOTER International,C+,lv,46.53185,45.34857
9560,2016,President,Missouri,Google Consumer Surveys,B,lv,42.68967,43.609970000000004
9561,2016,President,U.S.,Ipsos,A-,lv,39.41421,43.16041
9562,2016,President,U.S.,Gravis Marketing,B-,rv,50.41518,48.7288
9563,2016,President,Michigan,Google Consumer Surveys,B,lv,40.5826,42.05147
9564,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.389140000000005,43.35492
9565,2016,President,U.S.,YouGov,B,rv,46.61227,43.85698
9566,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,44.17402,41.66619
9567,2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,48.80611,42.88678
9568,2016,President,Tennessee,Google Consumer Surveys,B,lv,31.89177,50.55233
9569,2016,President,Iowa,Google Consumer Surveys,B,lv,45.069520000000004,37.577259999999995
9570,2016,President,Massachusetts,Google Consumer Surveys,B,lv,57.860319999999994,31.45522
9571,2016,President,U.S.,Morning Consult,,rv,45.618759999999995,40.14955
9572,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.35791,42.16814
9573,2016,President,West Virginia,Orion Strategies,B-,lv,23.85236,61.03505
9574,2016,President,Wisconsin,Google Consumer Surveys,B,lv,49.25547,37.01875
9575,2016,President,U.S.,Ipsos,A-,lv,42.96967,39.49805
9576,2016,President,U.S.,Ipsos,A-,lv,42.4452,39.27961
9577,2016,President,U.S.,Ipsos,A-,lv,44.403040000000004,38.81208
9578,2016,President,New Hampshire,University of Massachusetts Lowell,B,rv,43.79448,41.454570000000004
9579,2016,President,U.S.,CVOTER International,C+,lv,47.77881,43.76489
9580,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.40493,43.16985
9581,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.461659999999995,39.614000000000004
9582,2016,President,Georgia,Google Consumer Surveys,B,lv,34.51798,50.43485
9583,2016,President,U.S.,YouGov,B,rv,45.28152,43.56252
9584,2016,President,Washington,Google Consumer Surveys,B,lv,50.37275,36.67757
9585,2016,President,U.S.,Ipsos,A-,lv,44.12293,37.22967
9586,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.39397,42.10707
9587,2016,President,Texas,Google Consumer Surveys,B,lv,40.04894,47.66872
9588,2016,President,Pennsylvania,Harper Polling,B-,lv,42.47237,40.377359999999996
9589,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.85432,43.477309999999996
9590,2016,President,Ohio,Google Consumer Surveys,B,lv,37.94839,44.26016
9591,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.40953,41.063990000000004
9592,2016,President,New York,Google Consumer Surveys,B,lv,46.32735,36.68957
9593,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,46.6018,43.752590000000005
9594,2016,President,U.S.,Ipsos,A-,lv,46.12211,36.553129999999996
9595,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.45881,41.961870000000005
9596,2016,President,U.S.,Ipsos,A-,lv,46.01614,36.672979999999995
9597,2016,President,U.S.,CBS News/New York Times,A-,rv,49.7114,42.68184
9598,2016,President,Missouri,Fort Hays State University,C-,a,37.8499,44.79583
9599,2016,President,Minnesota,Google Consumer Surveys,B,lv,47.922509999999996,35.04637
9600,2016,President,U.S.,Ipsos,A-,lv,46.403290000000005,35.195809999999994
9601,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,43.09795,44.4342
9602,2016,President,U.S.,SurveyMonkey,C-,lv,45.78666,41.49928
9603,2016,President,Florida,Google Consumer Surveys,B,lv,39.782790000000006,49.43355
9604,2016,President,U.S.,CVOTER International,C+,lv,47.48296,43.86758
9605,2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,48.5808,43.92127
9606,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.44184,41.992979999999996
9607,2016,President,California,Google Consumer Surveys,B,lv,47.8709,36.69565
9608,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.29102,43.29636
9609,2016,President,Virginia,Google Consumer Surveys,B,lv,47.34093,35.031909999999996
9610,2016,President,Michigan,Google Consumer Surveys,B,lv,44.26866,38.24722
9611,2016,President,U.S.,Google Consumer Surveys,B,lv,43.83918,40.940509999999996
9612,2016,President,Illinois,Google Consumer Surveys,B,lv,42.566759999999995,37.72325
9613,2016,President,U.S.,Ipsos,A-,lv,47.20065,34.32157
9614,2016,President,U.S.,CVOTER International,C+,lv,48.00577,43.44777
9615,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.55321,42.22953
9616,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.47081,38.66302
9617,2016,President,U.S.,CVOTER International,C+,lv,49.15923,42.27377
9618,2016,President,U.S.,Ipsos,A-,lv,47.60835,34.733990000000006
9619,2016,President,Colorado,Google Consumer Surveys,B,lv,44.01014,37.37843
9620,2016,President,Pennsylvania,Mercyhurst University,,rv,43.22504,38.31038
9621,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.162690000000005,41.96765
9622,2016,President,U.S.,McLaughlin & Associates,C-,lv,45.43985,40.90269
9623,2016,President,Wisconsin,Emerson College,B,lv,44.46138,36.882459999999995
9624,2016,President,Georgia,SurveyUSA,A,lv,37.36275,48.57587
9625,2016,President,U.S.,SurveyMonkey,C-,rv,43.27228,41.05285
9626,2016,President,U.S.,Robert Morris University,,a,46.17355,39.952909999999996
9627,2016,President,North Carolina,"National Research, Inc.",B+,lv,50.471070000000005,44.01587
9628,2016,President,U.S.,Ipsos,A-,lv,46.59407,35.9402
9629,2016,President,Arizona,Google Consumer Surveys,B,lv,44.30433,42.17559
9630,2016,President,New Jersey,Google Consumer Surveys,B,lv,49.577740000000006,37.89085
9631,2016,President,North Carolina,Google Consumer Surveys,B,lv,40.48022,44.25982
9632,2016,President,Indiana,Google Consumer Surveys,B,lv,38.65599,44.763740000000006
9633,2016,President,U.S.,Ipsos,A-,lv,47.86679,36.34296
9634,2016,President,Colorado,"Keating Research, Inc.",B,lv,45.09618,39.8675
9635,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.54566,41.62275
9636,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,43.713159999999995,43.384190000000004
9637,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.47375,40.92212
9638,2016,President,U.S.,CVOTER International,C+,lv,48.986290000000004,42.21268
9639,2016,President,U.S.,Morning Consult,,rv,45.788540000000005,42.978640000000006
9640,2016,President,Ohio,CNN/Opinion Research Corp.,A-,rv,48.089,42.97289
9641,2016,President,U.S.,Gravis Marketing,B-,rv,50.74921,47.69876
9642,2016,President,Missouri,Google Consumer Surveys,B,lv,45.94976,37.778529999999996
9643,2016,President,Pennsylvania,Franklin & Marshall College,B+,rv,44.74981,37.196
9644,2016,President,California,SurveyMonkey,C-,lv,55.08899,30.691840000000003
9645,2016,President,U.S.,Ipsos,A-,lv,46.75067,38.64055
9646,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,38.15202,45.54638
9647,2016,President,U.S.,Ipsos,A-,lv,46.44019,38.33781
9648,2016,President,Idaho,Dan Jones & Associates,C+,a,29.425,50.28989
9649,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.48192,39.88585
9650,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.53208,42.67799
9651,2016,President,U.S.,Ipsos,A-,lv,46.82454,38.24589
9652,2016,President,New York,Emerson College,B,lv,53.04546,35.32724
9653,2016,President,U.S.,Morning Consult,,rv,43.35638,41.96676
9654,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.36825,41.1823
9655,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,47.40535,39.61253
9656,2016,President,U.S.,Ipsos,A-,lv,47.2135,37.75192
9657,2016,President,U.S.,Morning Consult,,rv,41.11333,46.87412
9658,2016,President,U.S.,Ipsos,A-,lv,46.68949,36.65967
9659,2016,President,U.S.,SurveyMonkey,C-,rv,44.21281,43.756809999999994
9660,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.19978,42.4602
9661,2016,President,U.S.,CVOTER International,C+,lv,48.76935,42.69874
9662,2016,President,U.S.,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,49.45489,41.233059999999995
9663,2016,President,Wisconsin,Google Consumer Surveys,B,lv,51.33848,33.839940000000006
9664,2016,President,U.S.,Ipsos,A-,lv,45.7001,38.2566
9665,2016,President,U.S.,IBD/TIPP,A-,rv,48.05897,37.71317
9666,2016,President,U.S.,Ipsos,A-,lv,46.47503,38.06565
9667,2016,President,U.S.,USC Dornsife/LA Times,,lv,47.19942,41.68654
9668,2016,President,U.S.,CVOTER International,C+,lv,47.3417,43.57936
9669,2016,President,Florida,Florida Southern College,,rv,45.21553,41.789190000000005
9670,2016,President,Ohio,Google Consumer Surveys,B,lv,36.64562,42.8738
9671,2016,President,New York,Google Consumer Surveys,B,lv,48.37318,35.26573
9672,2016,President,U.S.,YouGov,B,rv,43.02077,43.414359999999995
9673,2016,President,U.S.,CVOTER International,C+,lv,47.86528,43.22173
9674,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.3788,42.144020000000005
9675,2016,President,U.S.,CVOTER International,C+,lv,48.20185,43.15905
9676,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.13718,42.565259999999995
9677,2016,President,U.S.,Ipsos,A-,lv,45.95993,38.56796
9678,2016,President,U.S.,ABC News/Washington Post,A+,rv,47.19856,42.30209
9679,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.35745,41.21602
9680,2016,President,Texas,Google Consumer Surveys,B,lv,38.169059999999995,49.59722
9681,2016,President,Florida,Google Consumer Surveys,B,lv,41.58078,47.54585
9682,2016,President,U.S.,Ipsos,A-,lv,46.24295,37.97252
9683,2016,President,Florida,YouGov,B,lv,43.27982,43.098929999999996
9684,2016,President,Pennsylvania,Robert Morris University,,a,42.75128,46.231159999999996
9685,2016,President,Virginia,Christopher Newport University,B-,lv,42.97088,37.921890000000005
9686,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.47912,43.12807
9687,2016,President,U.S.,Morning Consult,,rv,44.30106,44.0566
9688,2016,President,U.S.,Quinnipiac University,A-,rv,45.43343,41.61226
9689,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,41.20694,43.74719
9690,2016,President,U.S.,Morning Consult,,rv,44.113,43.10579
9691,2016,President,U.S.,Ipsos,A-,lv,45.72333,37.7774
9692,2016,President,U.S.,CVOTER International,C+,lv,47.81743,43.24678
9693,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.3512,40.24646
9694,2016,President,California,Google Consumer Surveys,B,lv,50.77657,34.66211
9695,2016,President,Michigan,Mitchell Research & Communications,D,lv,38.712140000000005,34.26461
9696,2016,President,Illinois,Google Consumer Surveys,B,lv,44.135040000000004,35.77502
9697,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.92587,43.572070000000004
9698,2016,President,U.S.,Public Policy Polling,B+,v,45.87838,42.07917
9699,2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,51.17572,41.19556
9700,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.48283,42.838390000000004
9701,2016,President,U.S.,CVOTER International,C+,lv,46.48624,43.99402
9702,2016,President,U.S.,Google Consumer Surveys,B,lv,39.93742,42.72467
9703,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.44697,42.05108
9704,2016,President,U.S.,Ipsos,A-,lv,46.90356,36.581070000000004
9705,2016,President,U.S.,CVOTER International,C+,lv,48.48469,41.89421
9706,2016,President,U.S.,SurveyMonkey,C-,rv,43.20361,41.306509999999996
9707,2016,President,U.S.,Ipsos,A-,lv,46.78845,36.58535
9708,2016,President,U.S.,CVOTER International,C+,lv,46.89949,43.085229999999996
9709,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.89978,42.151270000000004
9710,2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,49.0571,40.61909
9711,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,39.98407,44.63998
9712,2016,President,U.S.,Ipsos,A-,lv,46.97874,36.89216
9713,2016,President,U.S.,CBS News/New York Times,A-,rv,49.2075,42.333459999999995
9714,2016,President,U.S.,Morning Consult,,rv,43.20929,44.07929
9715,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.08324,41.93727
9716,2016,President,U.S.,Ipsos,A-,lv,46.77433,36.393209999999996
9717,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.3406,41.27682
9718,2016,President,U.S.,CVOTER International,C+,lv,47.51008,42.369170000000004
9719,2016,President,U.S.,Ipsos,A-,lv,46.561820000000004,36.99286
9720,2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,45.96017,43.50277
9721,2016,President,U.S.,CVOTER International,C+,lv,48.81852,41.15365
9722,2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,49.2348,41.38166
9723,2016,President,U.S.,Ipsos,A-,lv,48.04242,36.589890000000004
9724,2016,President,U.S.,Ipsos,A-,lv,46.45585,37.08842
9725,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.28861,42.38232
9726,2016,President,U.S.,USC Dornsife/LA Times,,lv,47.410309999999996,40.86619
9727,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.32777,40.314859999999996
9728,2016,President,U.S.,Ipsos,A-,lv,47.02745,36.49535
9729,2016,President,U.S.,Morning Consult,,rv,43.024879999999996,45.094879999999996
9730,2016,President,U.S.,YouGov,B,rv,42.57447,42.35779
9731,2016,President,U.S.,CVOTER International,C+,lv,48.24457,41.72784
9732,2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.27282,40.40507
9733,2016,President,Michigan,Marketing Resource Group (MRG),C+,lv,43.10881,39.703920000000004
9734,2016,President,U.S.,Ipsos,A-,lv,47.9157,37.6959
9735,2016,President,U.S.,CVOTER International,C+,lv,43.4277,37.78293
9736,2016,President,U.S.,USC Dornsife/LA Times,,lv,47.52337,40.81224
9737,2016,President,U.S.,CVOTER International,C+,lv,42.73922,40.19916
9738,2016,President,U.S.,The Times-Picayune/Lucid,,lv,50.23215,39.46914
9739,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.307970000000005,41.35232
9740,2016,President,Ohio,Baldwin Wallace University,,lv,35.88163,41.306709999999995
9741,2016,President,U.S.,Ipsos,A-,lv,47.40309,37.48932
9742,2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.25708,41.42671
9743,2016,President,Illinois,Ogden & Fry,,lv,38.54425,28.90035
9744,2016,President,U.S.,Saint Leo University,C+,lv,44.12928,41.5486
9745,2016,President,U.S.,CVOTER International,C+,lv,47.06626,44.239940000000004
9746,2016,President,U.S.,CVOTER International,C+,lv,48.14539,41.75931
9747,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,44.86987,40.6396
9748,2016,President,North Carolina,Elon University,B+,lv,45.08919,42.12454
9749,2016,President,U.S.,Ipsos,A-,lv,48.290620000000004,36.28125
9750,2016,President,U.S.,The Times-Picayune/Lucid,,lv,50.24073,40.456140000000005
9751,2016,President,U.S.,CVOTER International,C+,lv,43.62818,36.75501
9752,2016,President,U.S.,CVOTER International,C+,lv,44.43457,37.42573
9753,2016,President,U.S.,USC Dornsife/LA Times,,lv,48.23572,40.35286
9754,2016,President,U.S.,CVOTER International,C+,lv,48.0072,43.45223
9755,2016,President,U.S.,Ipsos,A-,lv,46.47555,36.57502
9756,2016,President,U.S.,CVOTER International,C+,lv,47.728629999999995,44.02003
9757,2016,President,U.S.,Ipsos,A-,lv,48.06109,35.47453
9758,2016,President,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,rv,40.80506,39.01975
9759,2016,President,U.S.,CVOTER International,C+,lv,46.18932,45.49282
9760,2016,President,U.S.,Ipsos,A-,lv,45.45179,35.16897
9761,2016,President,U.S.,CVOTER International,C+,lv,43.94699,39.21232
9762,2016,President,U.S.,USC Dornsife/LA Times,,lv,47.629290000000005,41.05523
9763,2016,President,U.S.,Ipsos,A-,lv,46.74258,33.16045
9764,2016,President,U.S.,CVOTER International,C+,lv,43.96063,41.00168
9765,2016,President,U.S.,CVOTER International,C+,lv,43.74181,43.08517
9766,2016,President,U.S.,The Times-Picayune/Lucid,,lv,48.24825,38.43043
9767,2016,President,U.S.,Ipsos,A-,lv,45.03472,33.5505
9768,2016,President,U.S.,CVOTER International,C+,lv,43.20495,45.06765
9769,2016,President,New Hampshire,University of Massachusetts Lowell,B,rv,43.80107,40.43192
9770,2016,President,U.S.,CVOTER International,C+,lv,46.14493,45.68231
9771,2016,President,U.S.,Ipsos,A-,lv,44.92481,33.745870000000004
9772,2016,President,U.S.,CVOTER International,C+,lv,44.74853,46.79354
9773,2016,President,U.S.,The Times-Picayune/Lucid,,lv,49.24442,40.43778
9774,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.16587,41.91256
9775,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,44.78595,40.60497
9776,2016,President,U.S.,Ipsos,A-,lv,44.51851,32.441559999999996
9777,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.23422,41.44825
9778,2016,President,U.S.,CVOTER International,C+,lv,45.19361,46.392559999999996
9779,2016,President,U.S.,CVOTER International,C+,lv,42.974109999999996,46.14283
9780,2016,President,U.S.,CVOTER International,C+,lv,43.987590000000004,46.90332
9781,2016,President,U.S.,Ipsos,A-,lv,45.11036,32.336059999999996
9782,2016,President,U.S.,Ipsos,A-,lv,45.10114,33.92344
9783,2016,President,U.S.,CVOTER International,C+,lv,43.82351,47.010040000000004
9784,2016,President,U.S.,The Times-Picayune/Lucid,,lv,51.23558,38.47041
9785,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.78144,42.16028
9786,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.22417,42.46119
9787,2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,50.20135,43.94839
9788,2016,President,U.S.,SurveyMonkey,C-,rv,45.12185,42.55738
9789,2016,President,U.S.,Suffolk University,B+,lv,40.84098,45.37624
9790,2016,President,Virginia,Hampton University,B,lv,46.84413,39.64281
9791,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.225190000000005,42.47048
9792,2016,President,U.S.,YouGov,B,rv,42.93646,42.260529999999996
9793,2016,President,U.S.,Google Consumer Surveys,B,lv,41.4495,40.12634
9794,2016,President,New Hampshire,University of Massachusetts Lowell,B,rv,44.8081,40.40801
9795,2016,President,U.S.,Ipsos,A-,lv,47.358290000000004,34.97795
9796,2016,President,U.S.,USC Dornsife/LA Times,,lv,46.90025,42.31752
9797,2016,President,New Jersey,Fairleigh Dickinson University (PublicMind),A,rv,51.44382,38.99437
9798,2016,President,U.S.,Morning Consult,,rv,46.69255,44.791579999999996
9799,2016,President,U.S.,Ipsos,A-,lv,46.5399,34.96443
9800,2016,President,U.S.,CVOTER International,C+,lv,43.23659,46.81711
9801,2016,President,U.S.,Ipsos,A-,lv,45.97234,35.29486
9802,2016,President,U.S.,CVOTER International,C+,lv,43.48462,47.10099
